open,high,low,close,psar,sma10,sma20,sma50,sma100,sma200,Volume,RSI,BBW,BBH,BBL
24.06,24.0775,24.01,24.045,23.8325,23.902500000000025,23.70381250000009,23.56537499999997,23.873500000000085,24.28243750000004,1309084,72.03792482253291,0.039428178,0.066872214,0.011372570699983
24.0375,24.0575,23.98,23.9825,23.889,23.938000000000027,23.74243750000009,23.56592499999997,23.869050000000083,24.283337500000037,1035544,66.76549317306643,0.035655795,0.066872214,0.011372570699983
23.9825,24.0075,23.9575,23.9725,23.9342,23.951250000000027,23.77193750000009,23.56787499999997,23.865425000000087,24.28201250000004,943000,65.93399023,0.0336907327226324,0.066872214,0.011372570699983
23.9675,24.035,23.9475,24.015,24.115,23.966750000000022,23.80293750000009,23.56922499999997,23.86162500000009,24.28091250000004,1260884,67.77108286590268,0.031428882,0.066872214,0.011372570699983
24.015,24.025,23.9725,23.97375,24.11165,23.977875000000022,23.825625000000088,23.571049999999968,23.85716250000009,24.28003125000004,1032812,64.15482950150349,0.0299947700068839,0.066872214,0.011372570699983
23.85,23.85,23.6275,23.67,24.108367,23.954125000000023,23.832375000000088,23.56669999999997,23.84991250000009,24.277343750000043,2133876,45.07954676750233,0.0285138588997124,0.066872214,0.011372570699983
23.67,23.7175,23.615,23.655,24.08913232,23.927625000000024,23.834687500000086,23.560349999999968,23.843037500000086,24.27462500000004,1355036,44.3778212634606,0.0280466494157653,0.066872214,0.011372570699983
23.6575,23.75,23.6425,23.7475,24.0606843808,23.912125000000024,23.843687500000087,23.55689999999997,23.836437500000088,24.27272500000004,815356,49.58913290124702,0.0263435396385487,0.066872214,0.011372570699983
23.7475,23.7475,23.67,23.685,24.033943317952,23.880875000000024,23.847687500000085,23.55174999999997,23.831187500000087,24.27058750000004,793776,46.42418677829135,0.025467245,0.066872214,0.011372570699983
23.6825,23.7075,23.63,23.6775,24.00880671887488,23.842375000000025,23.850062500000085,23.54689999999997,23.82483750000009,24.26736250000004,690368,46.04441499325506,0.0249475655595336,0.066872214,0.011372570699983
23.6775,23.725,23.655,23.7025,23.985178315742388,23.808125000000025,23.85531250000009,23.54304999999997,23.81926250000009,24.26386250000004,862784,47.583662613615736,0.023712247,0.066872214,0.0114127821290773
23.7025,23.76,23.6925,23.755,23.962967616797844,23.785375000000023,23.861687500000084,23.54094999999997,23.813612500000094,24.26040000000004,885580,50.76046366654426,0.0224064092966641,0.066872214,0.0124671466771644
23.6475,23.85,23.6275,23.655,23.942089559789974,23.753625000000024,23.85243750000009,23.533599999999968,23.80636250000009,24.256350000000037,2829332,45.14761262321012,0.0236524498035358,0.066872214,0.0128887291661762
23.6525,23.825,23.5925,23.79,23.92246418620257,23.731125000000027,23.848937500000083,23.539799999999968,23.80061250000009,24.253087500000035,2372772,52.74439545940042,0.0237625938042479,0.066872214,0.0129724778812453
23.7925,23.915,23.7725,23.89,23.5925,23.722750000000023,23.850312500000086,23.54844999999997,23.79458750000009,24.25012500000004,1409024,57.44579902654839,0.023804521,0.066872214,0.0129724778812453
23.8925,23.905,23.8225,23.835,23.5925,23.739250000000023,23.846687500000087,23.555999999999973,23.787562500000096,24.24693750000004,1114984,54.24901401,0.0237104790380379,0.066872214,0.0129724778812453
23.8375,23.8525,23.7575,23.7925,23.59895,23.75300000000002,23.84031250000009,23.56319999999997,23.78033750000009,24.242400000000035,1172852,51.84798206203196,0.0236201438992344,0.066872214,0.0129724778812453
23.795,23.885,23.7925,23.8275,23.605271,23.761000000000024,23.836562500000085,23.572999999999976,23.77401250000009,24.23813750000004,1271124,53.66669101412557,0.0235048240423312,0.066872214,0.0133883429019211
23.825,23.885,23.825,23.88,23.61146558,23.780500000000025,23.83068750000009,23.58589999999997,23.76813750000009,24.233462500000037,1393056,56.33107697251393,0.0227584769438949,0.066872214,0.0133883429019211
23.9375,24.1225,23.9275,24.065,23.6175362684,23.81925000000002,23.83081250000009,23.60034999999997,23.764437500000096,24.229350000000032,1935272,64.15359443535738,0.0227943842030375,0.066872214,0.0133883429019211
24.0675,24.1225,24.0025,24.0425,23.63773482,23.853250000000024,23.830687500000085,23.62124999999997,23.76196250000009,24.22536250000003,1137752,62.68291269053044,0.022761572,0.066872214,0.0133883429019211
24.0425,24.07,23.97,24.0675,23.65712542495744,23.884500000000024,23.834937500000088,23.64329999999997,23.76183750000009,24.221237500000036,1042336,63.67922386572754,0.023746846,0.066872214,0.0133883429019211
24.0675,24.0675,23.9625,23.9775,23.67574040795914,23.916750000000025,23.835187500000085,23.662199999999974,23.76033750000009,24.21663750000004,1325796,57.70616667627356,0.0237880515780523,0.066872214,0.0133883429019211
23.9775,24.0075,23.9325,23.9675,23.693610791640776,23.934500000000025,23.832812500000088,23.681449999999973,23.75808750000009,24.21241250000004,868120,57.06567127524833,0.023344031,0.066872214,0.0133883429019211
23.97,23.975,23.905,23.95,23.710766359975143,23.94050000000002,23.831625000000088,23.701549999999976,23.75423750000009,24.20798750000004,994908,55.89643934795684,0.0231586507564994,0.066872214,0.0133883429019211
23.95,24.0025,23.9375,23.985,23.727235705576145,23.955500000000026,23.84737500000009,23.72294999999997,23.75081250000009,24.20380000000004,660752,57.76049648139122,0.0229124437345619,0.066872214,0.0133883429019211
24.1175,24.2225,24.015,24.15,23.74304627735309,23.991250000000026,23.87212500000009,23.74579999999997,23.74828750000009,24.199575000000035,2693940,65.22291109692658,0.0241517028475578,0.066872214,0.0133883429019211
